Country,Year,GDPPC,CO2GDP,EIL,PRE,Trade,FG,Gini,School,Net
Uruguay,2008,13031.85859,0.178261888,3.05,44.09,65.20809501,64.15219879,45.84,8.371649742,8.445605531
Uruguay,2009,13552.24473,0.169147423,2.89,44.64,53.39441927,65.01851654,45.55,8.372019768,9.562377277
Uruguay,2010,14572.76341,0.128615139,2.63,53.29,51.6990372,61.08230209,44.56,8.327150345,9.361861331
Uruguay,2011,15284.06347,0.148033826,2.71,49.67,53.24703401,57.31496429,42.15,8.404020309,9.244113671
Uruguay,2012,15780.26463,0.160115056,2.79,47.85,55.06115416,67.98403168,39.9,8.478859901,2.903990468
Uruguay,2013,16463.01571,0.132177791,2.62,51.87,49.71784647,65.11366272,40.86,8.523880005,4.501718711
Uruguay,2014,16943.69127,0.113114814,2.58,56.7,49.08762406,65.75926971,40.34,8.613840103,2.846772655
Uruguay,2015,16950.75338,0.115415431,2.75,59.4,45.32824081,65.28556061,40.63,8.669449806,4.711187262
Uruguay,2016,17181.90697,0.111245399,2.82,60.32,48.47053395,64.27494812,40.17,8.70388031,7.491457249
Uruguay,2017,17437.85513,0.10228262,2.71,60.82,46.37795599,65.87273407,39.99,8.831359863,5.173303287
Uruguay,2018,17440.38215,0.109516782,2.79,60.83,47.91671099,65.69129181,40.23,8.906729698,3.119877761
Uruguay,2019,17563.20815,0.113042079,2.75,59.34,49.55730525,68.02626801,40.19,8.982549667,5.034762161
Uruguay,2020,16459.97818,0.115414433,2.91,61.09,46.0172767,70.55150604,40.8,8.982549667,5.214277519
Venezuela,2000,10307.42017,0.522333439,6.66,15.29,47.85722155,57.31921387,38.96,6.696848691,12.49439461
Venezuela,2001,10463.4447,0.521641874,6,14.03,42.14126802,56.23599243,41.61,6.832680553,7.999321588
Venezuela,2002,9367.202654,0.593171074,8.11,12.84,48.57571065,62.66906357,41.52,6.968512416,5.898584285
Venezuela,2003,8489.664385,0.620292947,8.22,13.41,50.57700738,68.52500916,39.77,7.104344279,2.875592313
Venezuela,2004,9871.61765,0.539225632,6.7,14.64,55.3674556,65.15940094,39.82,7.240176141,12.00546652
Venezuela,2005,10709.89843,0.515980712,6.35,14.23,60.12732976,63.16838074,43.02,7.376008004,18.07963123
Venezuela,2006,11579.08532,0.470120978,5.89,15.6,58.66559156,65.28094482,40.1,7.511839867,20.47803934
Venezuela,2007,12399.01438,0.417214312,5.54,16.64,56.19909548,61.65652466,38.9,7.989500046,19.57690411
Venezuela,2008,12862.41226,0.42057774,5.21,16.35,51.82901238,47.11384201,37.78,8.13836956,22.09601527
Venezuela,2009,12277.35625,0.438729085,5.19,16.21,38.52092966,42.04502869,37.85,8.253210068,8.874739692
Venezuela,2010,11931.60427,0.47896615,6.28,13.79,46.13689352,38.94422531,36.42,8.687755108,14.95667003
Venezuela,2011,12266.93211,0.448389913,5.38,14.76,49.6381216,50.55288315,36.79,9.122300148,11.41268328
Venezuela,2012,12792.5507,0.4804453,5.21,13.71,50.40356738,47.47067642,38.15,9.251977682,5.280491446
Venezuela,2013,12804.69492,0.472227948,5.69,15.29,54.27776127,46.87755203,38.61,9.381655216,-2.979060962
Venezuela,2014,12161.17001,0.488135224,5.14,12.01,48.09081353,38.54343796,37.45,9.51133275,-14.27806473
Venezuela,2015,11278.89278,0.473735958,5,15.33,48.09081353,38.75370026,37.45,9.641010284,-14.27806473
Venezuela,2016,9292.431652,0.526728084,4.63,14.51,48.09081353,38.91574478,37.45,10.31229973,-14.27806473
Venezuela,2017,7881.834874,0.580281281,4.24,14.31,48.09081353,38.99627686,37.45,10.57076027,-14.27806473
Venezuela,2018,6492.071041,0.67219866,3.07,14.57,48.09081353,38.95967484,37.45,10.8356987,-14.27806473
Venezuela,2019,4831.184345,0.768051642,2.51,15.77,48.09081353,38.89471436,37.45,11.10727736,-14.27806473
Venezuela,2020,3439.31757,0.739980512,2.01,23.33,48.09081353,38.80296707,37.45,11.10727736,-14.27806473
